Latest Results
t,`Main.M1.s`,`Main.M1.v`
0.000000000000000000,10.000000000000000000,0.000000000000000000
0.001000000000000000,9.999995095000016931,-0.009809999935842599
0.002000000000000000,9.999980380000257796,-0.019619999486740817
0.003000000000000000,9.999955855001299909,-0.029429998267989036
0.004000000000000000,9.999921520004084741,-0.039239995896532182
0.005000000000000000,9.999877375009964098,-0.049049991987695704
0.006000000000000000,9.999823420020675258,-0.058859986156371800
0.007000000000000000,9.999759655038333861,-0.068669978017457944
0.008000000000000000,9.999686080065449900,-0.078479967185856786
0.009000000000000001,9.999602695104915284,-0.088289953276476069
0.010000000000000002,9.999509500160000286,-0.098099935904229024
0.011000000000000003,9.999406495234365977,-0.107909914684033645
0.012000000000000004,9.999293680332058898,-0.117719889230813196
0.013000000000000005,9.999171055457507507,-0.127529859159496578
0.014000000000000005,9.999038620615529283,-0.137339824085017381
0.015000000000000006,9.998896375811316517,-0.147149783622314484
0.016000000000000007,9.998744321050461181,-0.156959737386332232
0.017000000000000008,9.998582456338922952,-0.166769684992019551
0.018000000000000009,9.998410781683068294,-0.176579626054331529
0.019000000000000010,9.998229297089620715,-0.186389560188227221
0.020000000000000011,9.998038002565714066,-0.196199487008672041
0.021000000000000012,9.997836898118858784,-0.206009406130635953
0.022000000000000013,9.997625983756933010,-0.215819317169093750
0.023000000000000013,9.997405259488225227,-0.225629219739026554
0.024000000000000014,9.997174725321395172,-0.235439113455419374
0.025000000000000015,9.996934381265493386,-0.245248997933263713
0.026000000000000016,9.996684227329950545,-0.255058872787555291
0.027000000000000017,9.996424263524575693,-0.264868737633295104
0.028000000000000018,9.996154489859579328,-0.274678592085489670
0.029000000000000019,9.995874906345543209,-0.284488435759150504
0.030000000000000020,9.995585512993438115,-0.294298268269294394
0.031000000000000021,9.995286309814629178,-0.304108089230943512
0.032000000000000021,9.994977296820845680,-0.313917898259124861
0.033000000000000022,9.994658474024220141,-0.323727694968870661
0.034000000000000023,9.994329841437254558,-0.333537478975218404
0.035000000000000024,9.993991399072850612,-0.343347249893210860
0.036000000000000025,9.993643146944288347,-0.353157007337896067
0.037000000000000026,9.993285085065233275,-0.362966750924326897
0.038000000000000027,9.992917213449729275,-0.372776480267561772
0.039000000000000028,9.992539532112218126,-0.382586194982663941
0.040000000000000029,9.992152041067511092,-0.392395894684702151
0.041000000000000029,9.991754740330817341,-0.402205578988750312
0.042000000000000030,9.991347629917720852,-0.412015247509887383
0.043000000000000031,9.990930709844199953,-0.421824899863197544
0.044000000000000032,9.990503980126616668,-0.431634535663770247
0.045000000000000033,9.990067440781702501,-0.441444154526699939
0.046000000000000034,9.989621091826593968,-0.451253756067086453
0.047000000000000035,9.989164933278800618,-0.461063339900034841
0.048000000000000036,9.988698965156219245,-0.470872905640655148
0.049000000000000037,9.988223187477132115,-0.480682452904062585
0.050000000000000037,9.987737600260208737,-0.490491981305377744
0.051000000000000038,9.987242203524500539,-0.500301490459726605
0.052000000000000039,9.986736997289442641,-0.510110979982239865
0.053000000000000040,9.986221981574857409,-0.519920449488053382
0.054000000000000041,9.985697156400949126,-0.529729898592308790
0.055000000000000042,9.985162521788311096,-0.539539326910152384
0.056000000000000043,9.984618077757918542,-0.549348734056735677
0.057000000000000044,9.984063824331130377,-0.559158119647215623
0.058000000000000045,9.983499761529692762,-0.568967483296754284
0.059000000000000045,9.982925889375737327,-0.578776824620518826
0.060000000000000046,9.982342207891779395,-0.588586143233681525
0.061000000000000047,9.981748717100717982,-0.598395438751420317
0.062000000000000048,9.981145417025832245,-0.608204710788917358
0.063000000000000042,9.980532307690802796,-0.618013958961361354
0.064000000000000043,9.979909389119676177,-0.627823182883944897
0.065000000000000044,9.979276661336893284,-0.637632382171866574
0.066000000000000045,9.978634124367275149,-0.647441556440329746
0.067000000000000046,9.977981778236030053,-0.657250705304542993
0.068000000000000047,9.977319622968755297,-0.667059828379720665
0.069000000000000047,9.976647658591431878,-0.676868925281081779
0.070000000000000048,9.975965885130413824,-0.686677995623850013
0.071000000000000049,9.975274302612453070,-0.696487039023255594
0.072000000000000050,9.974572911064687020,-0.706296055094532749
0.073000000000000051,9.973861710514624335,-0.716105043452921253
0.074000000000000052,9.973140700990169805,-0.725914003713666212
0.075000000000000053,9.972409882519617241,-0.735722935492018171
0.076000000000000054,9.971669255131629939,-0.745531838403232006
0.077000000000000055,9.970918818855263765,-0.755340712062568254
0.078000000000000055,9.970158573719967166,-0.765149556085293447
0.079000000000000056,9.969388519755559841,-0.774958370086677784
0.080000000000000057,9.968608656992257622,-0.784767153681997898
0.081000000000000058,9.967818985460654702,-0.794575906486534644
0.082000000000000059,9.967019505191728967,-0.804384628115575095
0.083000000000000060,9.966210216216849105,-0.814193318184410542
0.084000000000000061,9.965391118567762163,-0.824001976308338158
0.085000000000000062,9.964562212276605990,-0.833810602102659892
0.086000000000000063,9.963723497375896798,-0.843619195182682691
0.087000000000000063,9.962874973898541597,-0.853427755163719715
0.088000000000000064,9.962016641877829315,-0.863236281661087901
0.089000000000000065,9.961148501347432571,-0.873044774290110848
0.090000000000000066,9.960270552341413008,-0.882853232666116039
0.091000000000000067,9.959382794894212410,-0.892661656404436510
0.092000000000000068,9.958485229040656250,-0.902470045120411180
0.093000000000000069,9.957577854815964358,-0.912278398429383519
0.094000000000000070,9.956660672255729594,-0.922086715946702218
0.095000000000000070,9.955733681395937396,-0.931894997287721294
0.096000000000000071,9.954796882272953340,-0.941703242067799540
0.097000000000000072,9.953850274923530250,-0.951511449902301631
0.098000000000000073,9.952893859384808195,-0.961319620406597353
0.099000000000000074,9.951927635694307384,-0.971127753196061150
0.100000000000000075,9.950951603889931718,-0.980935847886072576
0.101000000000000076,9.949965764009975899,-0.990743904092017513
0.102000000000000077,9.948970116093114768,-1.000551921429285285
0.103000000000000078,9.947964660178410412,-1.010359899513271653
0.104000000000000078,9.946949396305308611,-1.020167837959377932
0.105000000000000079,9.945924324513640613,-1.029975736383009544
0.106000000000000080,9.944889444843623139,-1.039783594399577238
0.107000000000000081,9.943844757335853046,-1.049591411624497539
0.108000000000000082,9.942790262031317994,-1.059399187673191634
0.109000000000000083,9.941725958971385779,-1.069206922161086482
0.110000000000000084,9.940651848197814999,-1.079014614703613484
0.111000000000000085,9.939567929752742614,-1.088822264916209814
0.112000000000000086,9.938474203678692831,-1.098629872414317310
0.113000000000000086,9.937370670018575325,-1.108437436813383803
0.114000000000000087,9.936257328815685241,-1.118244957728861566
0.115000000000000088,9.935134180113696090,-1.128052434776208202
0.116000000000000089,9.934001223956679283,-1.137859867570886863
0.117000000000000090,9.932858460389075717,-1.147667255728365809
0.118000000000000091,9.931705889455724190,-1.157474598864117521
0.119000000000000092,9.930543511201840090,-1.167281896593621582
0.120000000000000093,9.929371325673026050,-1.177089148532360685
0.121000000000000094,9.928189332915268395,-1.186896354295823963
0.122000000000000094,9.926997532974944249,-1.196703513499505878
0.123000000000000095,9.925795925898805550,-1.206510625758904887
0.124000000000000096,9.924584511733991476,-1.216317690689525888
0.125000000000000083,9.923363290528040892,-1.226124707906878886
0.126000000000000084,9.922132262328853258,-1.235931677026477438
0.127000000000000085,9.920891427184731270,-1.245738597663843095
0.128000000000000086,9.919640785144350659,-1.255545469434499406
0.129000000000000087,9.918380336256781504,-1.265352291953978359
0.130000000000000088,9.917110080571475805,-1.275159064837814160
0.131000000000000089,9.915830018138263924,-1.284965787701547679
0.132000000000000089,9.914540149007368797,-1.294772460160725558
0.133000000000000090,9.913240473229397054,-1.304579081830898213
0.134000000000000091,9.911930990855333690,-1.314385652327622278
0.135000000000000092,9.910611701936561602,-1.324192171266459495
0.136000000000000093,9.909282606524829617,-1.333998638262975600
0.137000000000000094,9.907943704672291574,-1.343805052932743216
0.138000000000000095,9.906594996431470790,-1.353611414891339182
0.139000000000000096,9.905236481855283159,-1.363417723754345889
0.140000000000000097,9.903868160997024717,-1.373223979137350170
0.141000000000000097,9.902490033910382294,-1.383030180655945296
0.142000000000000098,9.901102100649421089,-1.392836327925728757
0.143000000000000099,9.899704361268600650,-1.402642420562303371
0.144000000000000100,9.898296815822750006,-1.412448458181277733
0.145000000000000101,9.896879464367094315,-1.422254440398264652
0.146000000000000102,9.895452306957245980,-1.432060366828883602
0.147000000000000103,9.894015343649192218,-1.441866237088756941
0.148000000000000104,9.892568574499307488,-1.451672050793514579
0.149000000000000105,9.891111999564360602,-1.461477807558789976
0.150000000000000105,9.889645618901495183,-1.471283507000223256
0.151000000000000106,9.888169432568242101,-1.481089148733458316
0.152000000000000107,9.886683440622515917,-1.490894732374144604
0.153000000000000108,9.885187643122341328,-1.500700257543766680
0.154000000000000109,9.883682040122335977,-1.510505723943697198
0.155000000000000110,9.882166631680485480,-1.520311131216408818
0.156000000000000111,9.880641417856546482,-1.530116478975509509
0.157000000000000112,9.879106398710657544,-1.539921766834631889
0.158000000000000113,9.877561574303340919,-1.549726994407439440
0.159000000000000113,9.876006944695504330,-1.559532161307618514
0.160000000000000114,9.874442509948421431,-1.569337267148885440
0.161000000000000115,9.872868270123760226,-1.579142311544983857
0.162000000000000116,9.871284225283559977,-1.588947294109680497
0.163000000000000117,9.869690375490254297,-1.598752214456774956
0.164000000000000118,9.868086720806633849,-1.608557072200087479
0.165000000000000119,9.866473261295894304,-1.618361866953471395
0.166000000000000120,9.864849997021591932,-1.628166598330802017
0.167000000000000121,9.863216928047675580,-1.637971265945985078
0.168000000000000121,9.861574054438468906,-1.647775869412952066
