Latest Results
t,`Main.EG1.s_rel`,`Main.EG1.v_rel`
0.000000000000000000,10.000000000000000000,0.000000000000000000
0.000300003000030000,9.999999558541169620,-0.002943029428561999
0.000600006000060001,9.999998234165976996,-0.005886058846738837
0.000900009000090001,9.999996026883993139,-0.008829088244201509
0.001200012000120001,9.999992936682110312,-0.011772117610468962
0.001500015000150001,9.999988963560479505,-0.014715146935147862
0.001800018000180002,9.999984107519242826,-0.017658176207844878
0.002100021000210002,9.999978368558549491,-0.020601205418166669
0.002400024000240003,9.999971746678546936,-0.023544234555719891
0.002700027000270003,9.999964241879377269,-0.026487263610111202
0.003000030000300003,9.999955854161191482,-0.029430292570947286
0.003300033000330004,9.999946583524135235,-0.032373321427834792
0.003600036000360004,9.999936429968350637,-0.035316350170380373
0.003900039000390005,9.999925393493990455,-0.038259378788190718
0.004200042000420004,9.999913474101198574,-0.041202407270872446
0.004500045000450005,9.999900671790122431,-0.044145435608032302
0.004800048000480005,9.999886986560907687,-0.047088463789276835
0.005100051000510006,9.999872418413701780,-0.050031491804212812
0.005400054000540006,9.999856967348646819,-0.052974519642446816
0.005700057000570006,9.999840633365902676,-0.055917547293585584
0.006000060000600007,9.999823416465600801,-0.058860574747235730
0.006300063000630007,9.999805316647892184,-0.061803601993003894
0.006600066000660008,9.999786333912927816,-0.064746629020496799
0.006900069000690008,9.999766468260849805,-0.067689655819321071
0.007200072000720008,9.999745719691807366,-0.070632682379083378
0.007500075000750009,9.999724088205947936,-0.073575708689390409
0.007800078000780009,9.999701573803415400,-0.076518734739848770
0.008100081000810009,9.999678176484357195,-0.079461760520065178
0.008400084000840009,9.999653896248920759,-0.082404786019646292
0.008700087000870009,9.999628733097249977,-0.085347811228198733
0.009000090000900010,9.999602687029492287,-0.088290836135329190
0.009300093000930010,9.999575758045793350,-0.091233860730644295
0.009600096000960011,9.999547946146309485,-0.094176885003750765
0.009900099000990011,9.999519251331175695,-0.097119908944255290
0.010200102001020011,9.999489673600542972,-0.100062932541764432
0.010500105001050012,9.999459212954553422,-0.103005955785884895
0.010800108001080012,9.999427869393361590,-0.105948978666223367
0.011100111001110012,9.999395642917111360,-0.108892001172386482
0.011400114001140013,9.999362533525944841,-0.111835023293980915
0.011700117001170013,9.999328541220011246,-0.114778045020613326
0.012000120001200014,9.999293665999463343,-0.117721066341890404
0.012300123001230014,9.999257907864439687,-0.120664087247418783
0.012600126001260014,9.999221266815087716,-0.123607107726805082
0.012900129001290015,9.999183742851554868,-0.126550127769656046
0.013200132001320015,9.999145335973990356,-0.129493147365578293
0.013500135001350015,9.999106046182536289,-0.132436166504178471
0.013800138001380016,9.999065873477348987,-0.135379185175063338
0.014100141001410016,9.999024817858561676,-0.138322203367839403
0.014400144001440017,9.998982879326328899,-0.141265221072113478
0.014700147001470017,9.998940057880796317,-0.144208238277492101
0.015000150001500017,9.998896353522111369,-0.147151254973582057
0.015300153001530018,9.998851766250416162,-0.150094271149989911
0.015600156001560018,9.998806296065858135,-0.153037286796322336
0.015900159001590017,9.998759942968593606,-0.155980301902186091
0.016200162001620017,9.998712706958755803,-0.158923316457187658
0.016500165001650018,9.998664588036497491,-0.161866330450933821
0.016800168001680018,9.998615586201966110,-0.164809343873031311
0.017100171001710018,9.998565701455307320,-0.167752356713086664
0.017400174001740019,9.998514933796666782,-0.170695368960706639
0.017700177001770019,9.998463283226190157,-0.173638380605497716
0.018000180001800020,9.998410749744028436,-0.176581391637066820
0.018300183001830020,9.998357333350323728,-0.179524402045020431
0.018600186001860020,9.998303034045225246,-0.182467411818965281
0.018900189001890021,9.998247851828878652,-0.185410420948508042
0.019200192001920021,9.998191786701429606,-0.188353429423255253
0.019500195001950021,9.998134838663027324,-0.191296437232813754
0.019800198001980022,9.998077007713813913,-0.194239444366790109
0.020100201002010022,9.998018293853938587,-0.197182450814790994
0.020400204002040023,9.997958697083550561,-0.200125456566423082
0.020700207002070023,9.997898217402795495,-0.203068461611293022
0.021000210002100023,9.997836854811815499,-0.206011465939007488
0.021300213002130024,9.997774609310759786,-0.208954469539173127
0.021600216002160024,9.997711480899775793,-0.211897472401396614
0.021900219002190024,9.997647469579010959,-0.214840474515284652
0.022200222002220025,9.997582575348610945,-0.217783475870443860
0.022500225002250025,9.997516798208721411,-0.220726476456480858
0.022800228002280026,9.997450138159489796,-0.223669476263002348
0.023100231002310026,9.997382595201059985,-0.226612475279615089
0.023400234002340026,9.997314169333584744,-0.229555473495925588
0.023700237002370027,9.997244860557204404,-0.232498470901540577
0.024000240002400027,9.997174668872068182,-0.235441467486066702
0.024300243002430028,9.997103594278323513,-0.238384463239110667
0.024600246002460028,9.997031636776116059,-0.241327458150279062
0.024900249002490028,9.996958796365589706,-0.244270452209178673
0.025200252002520029,9.996885073046900771,-0.247213445405416066
0.025500255002550029,9.996810466820182484,-0.250156437728597858
0.025800258002580029,9.996734977685587609,-0.253099429168330836
0.026100261002610030,9.996658605643265361,-0.256042419714221592
0.026400264002640030,9.996581350693357848,-0.258985409355876772
0.026700267002670031,9.996503212836017838,-0.261928398082903136
0.027000270002700031,9.996424192071383885,-0.264871385884907218
0.027300273002730031,9.996344288399608757,-0.267814372751495777
0.027600276002760032,9.996263501820834563,-0.270757358672275295
0.027900279002790032,9.996181832335212292,-0.273700343636852805
0.028200282002820033,9.996099279942885829,-0.276643327634834568
0.028500285002850033,9.996015844652895055,-0.279586310655820680
0.028800288002880033,9.995931526480376306,-0.282529292689376210
0.029100291002910034,9.995846325402403920,-0.285472273725110082
0.029400294002940034,9.995760241419421988,-0.288415253752630663
0.029700297002970034,9.995673274531855057,-0.291358232761546154
0.030000300003000035,9.995585424740143665,-0.294301210741464814
0.030300303003030035,9.995496692044721243,-0.297244187681995287
0.030600306003060036,9.995407076446015893,-0.300187163572745497
0.030900309003090036,9.995316577944466374,-0.303130138403323979
0.031200312003120036,9.995225196540502566,-0.306073112163338934
0.031500315003150037,9.995132932234566780,-0.309016084842398786
0.031800318003180034,9.995039785027087120,-0.311959056430111792
0.032100321003210031,9.994945754918497016,-0.314902026916086208
0.032400324003240027,9.994850841909228123,-0.317844996289930459
0.032700327003270024,9.994755045999717424,-0.320787964541252690
0.033000330003300021,9.994658367190401904,-0.323730931659661492
0.033300333003330018,9.994560805481709664,-0.326673897634765065
0.033600336003360015,9.994462360874075912,-0.329616862456171500
0.033900339003390012,9.994363033367939408,-0.332559826113489387
0.034200342003420009,9.994262822963728254,-0.335502788596326873
0.034500345003450006,9.994161729661879434,-0.338445749894292436
0.034800348003480003,9.994059753462822826,-0.341388709996994277
0.035100351003510000,9.993956894366998966,-0.344331668894040710
0.035400354003539997,9.993853152374835958,-0.347274626575040046
0.035700357003569994,9.993748527486770783,-0.350217583029600710
0.036000360003599990,9.993643019703233321,-0.353160538247330791
0.036300363003629987,9.993536629024664109,-0.356103492217838768
0.036600366003659984,9.993429355451489471,-0.359046444930733011
0.036900369003689981,9.993321198984148168,-0.361989396375621664
0.037200372003719978,9.993212159623077184,-0.364932346542113151
0.037500375003749975,9.993102237368701068,-0.367875295419815729
0.037800378003779972,9.992991432221460357,-0.370818242998337877
0.038100381003809969,9.992879744181786705,-0.373761189267287686
0.038400384003839966,9.992767173250117096,-0.376704134216273523
0.038700387003869963,9.992653719426881409,-0.379647077834903757
0.039000390003899960,9.992539382712513074,-0.382590020112786644
0.039300393003929956,9.992424163107454405,-0.385532961039530608
0.039600396003959953,9.992308060612124621,-0.388475900604743851
0.039900399003989950,9.992191075226973140,-0.391418838798034852
0.040200402004019947,9.992073206952419184,-0.394361775609011533
0.040500405004049944,9.991954455788910394,-0.397304711027282764
0.040800408004079941,9.991834821736871319,-0.400247645042456357
0.041100411004109938,9.991714304796740720,-0.403190577644140957
0.041400414004139935,9.991592904968946698,-0.406133508821944655
0.041700417004169932,9.991470622253929790,-0.409076438565475986
